part_name,part_number,quantity,material_type,material_grade,material_thickness,finish,cut_len_in,num_cuts,mat_use_sqin,sheet_area_sqin,surf_area_sqin,volume_in3,length_in,thickness,source_file,part_id,price_per_part
Cube,25-09-242-078,1,Steel,1008,0.119,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Steel_1008_0p119_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,38.77
Cube005,25-09-250-860,1,Steel,1008,0.119,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Steel_1008_0p119_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1049.24
Cube004,25-09-292-390,1,Steel,1008,0.119,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Steel_1008_0p119_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,445.41
Cube002,25-09-716-373,1,Steel,1008,0.119,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Steel_1008_0p119_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,234.94
Cube001,25-09-912-645,1,Steel,1008,0.119,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Steel_1008_0p119_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,126.09
Cube003,25-09-225-627,1,Steel,1008,0.119,No Deburring,320,1,1500,1500,3320,1500,150,1,Steel_1008_0p119_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,180.41
Cube,25-09-242-078,1,Steel,1008,0.119,No Deburring,40,1,100,100,240,100,10,1,Steel_1008_0p119_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,22.86
Cube005,25-09-250-860,1,Steel,1008,0.119,No Deburring,1020,1,5000,5000,11020,5000,500,1,Steel_1008_0p119_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,525.62
Cube004,25-09-292-390,1,Steel,1008,0.119,No Deburring,420,1,2000,2000,4420,2000,200,1,Steel_1008_0p119_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,232.63
Cube002,25-09-716-373,1,Steel,1008,0.119,No Deburring,220,1,1000,1000,2220,1000,100,1,Steel_1008_0p119_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,125.78
Cube001,25-09-912-645,1,Steel,1008,0.119,No Deburring,120,1,500,500,1120,500,50,1,Steel_1008_0p119_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,68.73
Cube003,25-09-225-627,1,Steel,1008,0.135,Deburred,320,1,1500,1500,3320,1500,150,1,Steel_1008_0p135_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,206.79
Cube,25-09-242-078,1,Steel,1008,0.135,Deburred,40,1,100,100,240,100,10,1,Steel_1008_0p135_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,26.47
Cube005,25-09-250-860,1,Steel,1008,0.135,Deburred,1020,1,5000,5000,11020,5000,500,1,Steel_1008_0p135_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,602.38
Cube004,25-09-292-390,1,Steel,1008,0.135,Deburred,420,1,2000,2000,4420,2000,200,1,Steel_1008_0p135_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,266.6
Cube002,25-09-716-373,1,Steel,1008,0.135,Deburred,220,1,1000,1000,2220,1000,100,1,Steel_1008_0p135_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,144.25
Cube001,25-09-912-645,1,Steel,1008,0.135,Deburred,120,1,500,500,1120,500,50,1,Steel_1008_0p135_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,78.97
Cube003,25-09-225-627,1,Steel,1008,0.135,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Steel_1008_0p135_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,364.12
Cube,25-09-242-078,1,Steel,1008,0.135,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Steel_1008_0p135_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,40.63
Cube005,25-09-250-860,1,Steel,1008,0.135,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Steel_1008_0p135_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1117.62
Cube004,25-09-292-390,1,Steel,1008,0.135,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Steel_1008_0p135_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,475.06
Cube002,25-09-716-373,1,Steel,1008,0.135,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Steel_1008_0p135_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,250.44
Cube001,25-09-912-645,1,Steel,1008,0.135,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Steel_1008_0p135_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,134.03
Cube003,25-09-225-627,1,Steel,1008,0.135,No Deburring,320,1,1500,1500,3320,1500,150,1,Steel_1008_0p135_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,203.15
Cube,25-09-242-078,1,Steel,1008,0.135,No Deburring,40,1,100,100,240,100,10,1,Steel_1008_0p135_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,24.71
Cube005,25-09-250-860,1,Steel,1008,0.135,No Deburring,1020,1,5000,5000,11020,5000,500,1,Steel_1008_0p135_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,594.0
Cube004,25-09-292-390,1,Steel,1008,0.135,No Deburring,420,1,2000,2000,4420,2000,200,1,Steel_1008_0p135_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,262.28
Cube002,25-09-716-373,1,Steel,1008,0.135,No Deburring,220,1,1000,1000,2220,1000,100,1,Steel_1008_0p135_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,141.28
Cube001,25-09-912-645,1,Steel,1008,0.135,No Deburring,120,1,500,500,1120,500,50,1,Steel_1008_0p135_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,76.67
Cube003,25-09-225-627,1,Steel,1008,0.187,Deburred,320,1,1500,1500,3320,1500,150,1,Steel_1008_0p187_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,283.51
Cube,25-09-242-078,1,Steel,1008,0.187,Deburred,40,1,100,100,240,100,10,1,Steel_1008_0p187_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,32.87
Cube005,25-09-250-860,1,Steel,1008,0.187,Deburred,1020,1,5000,5000,11020,5000,500,1,Steel_1008_0p187_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,833.6
Cube004,25-09-292-390,1,Steel,1008,0.187,Deburred,420,1,2000,2000,4420,2000,200,1,Steel_1008_0p187_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,366.66
Cube002,25-09-716-373,1,Steel,1008,0.187,Deburred,220,1,1000,1000,2220,1000,100,1,Steel_1008_0p187_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,196.56
Cube001,25-09-912-645,1,Steel,1008,0.187,Deburred,120,1,500,500,1120,500,50,1,Steel_1008_0p187_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,105.83
Cube003,25-09-225-627,1,Steel,1008,0.187,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Steel_1008_0p187_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,440.83
Cube,25-09-242-078,1,Steel,1008,0.187,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Steel_1008_0p187_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,47.02
Cube005,25-09-250-860,1,Steel,1008,0.187,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Steel_1008_0p187_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1348.85
Cube004,25-09-292-390,1,Steel,1008,0.187,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Steel_1008_0p187_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,575.12
Cube002,25-09-716-373,1,Steel,1008,0.187,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Steel_1008_0p187_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,302.76
Cube001,25-09-912-645,1,Steel,1008,0.187,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Steel_1008_0p187_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,160.9
Cube003,25-09-225-627,1,Steel,1008,0.187,No Deburring,320,1,1500,1500,3320,1500,150,1,Steel_1008_0p187_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,279.86
Cube,25-09-242-078,1,Steel,1008,0.187,No Deburring,40,1,100,100,240,100,10,1,Steel_1008_0p187_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,31.11
Cube005,25-09-250-860,1,Steel,1008,0.187,No Deburring,1020,1,5000,5000,11020,5000,500,1,Steel_1008_0p187_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,825.23
Cube004,25-09-292-390,1,Steel,1008,0.187,No Deburring,420,1,2000,2000,4420,2000,200,1,Steel_1008_0p187_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,362.34
Cube002,25-09-716-373,1,Steel,1008,0.187,No Deburring,220,1,1000,1000,2220,1000,100,1,Steel_1008_0p187_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,193.59
Cube001,25-09-912-645,1,Steel,1008,0.187,No Deburring,120,1,500,500,1120,500,50,1,Steel_1008_0p187_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,103.54
Cube003,25-09-225-627,1,Steel,A36,0.25,Deburred,320,1,1500,1500,3320,1500,150,1,Steel_A36_0p250_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,379.73
Cube,25-09-242-078,1,Steel,A36,0.25,Deburred,40,1,100,100,240,100,10,1,Steel_A36_0p250_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,41.04
Cube005,25-09-250-860,1,Steel,A36,0.25,Deburred,1020,1,5000,5000,11020,5000,500,1,Steel_A36_0p250_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1124.19
Cube004,25-09-292-390,1,Steel,A36,0.25,Deburred,420,1,2000,2000,4420,2000,200,1,Steel_A36_0p250_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,492.19
Cube002,25-09-716-373,1,Steel,A36,0.25,Deburred,220,1,1000,1000,2220,1000,100,1,Steel_A36_0p250_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,262.21
Cube001,25-09-912-645,1,Steel,A36,0.25,Deburred,120,1,500,500,1120,500,50,1,Steel_A36_0p250_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,139.62
Cube003,25-09-225-627,1,Steel,A36,0.25,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Steel_A36_0p250_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,537.05
Cube,25-09-242-078,1,Steel,A36,0.25,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Steel_A36_0p250_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,55.19
Cube005,25-09-250-860,1,Steel,A36,0.25,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Steel_A36_0p250_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1639.44
Cube004,25-09-292-390,1,Steel,A36,0.25,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Steel_A36_0p250_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,700.64
Cube002,25-09-716-373,1,Steel,A36,0.25,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Steel_A36_0p250_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,368.4
Cube001,25-09-912-645,1,Steel,A36,0.25,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Steel_A36_0p250_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,194.68
Cube003,25-09-225-627,1,Steel,A36,0.25,No Deburring,320,1,1500,1500,3320,1500,150,1,Steel_A36_0p250_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,376.08
Cube,25-09-242-078,1,Steel,A36,0.25,No Deburring,40,1,100,100,240,100,10,1,Steel_A36_0p250_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,39.28
Cube005,25-09-250-860,1,Steel,A36,0.25,No Deburring,1020,1,5000,5000,11020,5000,500,1,Steel_A36_0p250_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1115.82
Cube004,25-09-292-390,1,Steel,A36,0.25,No Deburring,420,1,2000,2000,4420,2000,200,1,Steel_A36_0p250_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,487.87
Cube002,25-09-716-373,1,Steel,A36,0.25,No Deburring,220,1,1000,1000,2220,1000,100,1,Steel_A36_0p250_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,259.24
Cube001,25-09-912-645,1,Steel,A36,0.25,No Deburring,120,1,500,500,1120,500,50,1,Steel_A36_0p250_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,137.32
Cube003,25-09-225-627,1,Steel,A36,0.375,Deburred,320,1,1500,1500,3320,1500,150,1,Steel_A36_0p375_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,570.03
Cube,25-09-242-078,1,Steel,A36,0.375,Deburred,40,1,100,100,240,100,10,1,Steel_A36_0p375_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,57.2
Cube005,25-09-250-860,1,Steel,A36,0.375,Deburred,1020,1,5000,5000,11020,5000,500,1,Steel_A36_0p375_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1698.71
Cube004,25-09-292-390,1,Steel,A36,0.375,Deburred,420,1,2000,2000,4420,2000,200,1,Steel_A36_0p375_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,740.43
Cube002,25-09-716-373,1,Steel,A36,0.375,Deburred,220,1,1000,1000,2220,1000,100,1,Steel_A36_0p375_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,392.03
Cube001,25-09-912-645,1,Steel,A36,0.375,Deburred,120,1,500,500,1120,500,50,1,Steel_A36_0p375_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,206.44
Cube003,25-09-225-627,1,Steel,A36,0.375,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Steel_A36_0p375_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,727.36
Cube,25-09-242-078,1,Steel,A36,0.375,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Steel_A36_0p375_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,71.35
Cube005,25-09-250-860,1,Steel,A36,0.375,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Steel_A36_0p375_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,2213.95
Cube004,25-09-292-390,1,Steel,A36,0.375,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Steel_A36_0p375_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,948.89
Cube002,25-09-716-373,1,Steel,A36,0.375,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Steel_A36_0p375_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,498.23
Cube001,25-09-912-645,1,Steel,A36,0.375,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Steel_A36_0p375_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,261.5
Cube003,25-09-225-627,1,Steel,A36,0.375,No Deburring,320,1,1500,1500,3320,1500,150,1,Steel_A36_0p375_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,566.39
Cube,25-09-242-078,1,Steel,A36,0.375,No Deburring,40,1,100,100,240,100,10,1,Steel_A36_0p375_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,55.44
Cube005,25-09-250-860,1,Steel,A36,0.375,No Deburring,1020,1,5000,5000,11020,5000,500,1,Steel_A36_0p375_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,1690.33
Cube004,25-09-292-390,1,Steel,A36,0.375,No Deburring,420,1,2000,2000,4420,2000,200,1,Steel_A36_0p375_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,736.11
Cube002,25-09-716-373,1,Steel,A36,0.375,No Deburring,220,1,1000,1000,2220,1000,100,1,Steel_A36_0p375_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,389.06
Cube001,25-09-912-645,1,Steel,A36,0.375,No Deburring,120,1,500,500,1120,500,50,1,Steel_A36_0p375_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,204.14
Cube003,25-09-225-627,1,Steel,A36,0.5,Deburred,320,1,1500,1500,3320,1500,150,1,Steel_A36_0p500_Deburred.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,1039.8
Cube,25-09-242-078,1,Steel,A36,0.5,Deburred,40,1,100,100,240,100,10,1,Steel_A36_0p500_Deburred.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,96.01
Cube005,25-09-250-860,1,Steel,A36,0.5,Deburred,1020,1,5000,5000,11020,5000,500,1,Steel_A36_0p500_Deburred.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,3112.89
Cube004,25-09-292-390,1,Steel,A36,0.5,Deburred,420,1,2000,2000,4420,2000,200,1,Steel_A36_0p500_Deburred.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,1353.05
Cube002,25-09-716-373,1,Steel,A36,0.5,Deburred,220,1,1000,1000,2220,1000,100,1,Steel_A36_0p500_Deburred.json,part_335IuUTxABXuZdELzMzpdOKMZzj,712.36
Cube001,25-09-912-645,1,Steel,A36,0.5,Deburred,120,1,500,500,1120,500,50,1,Steel_A36_0p500_Deburred.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,370.74
Cube003,25-09-225-627,1,Steel,A36,0.5,Matte Black Powder Coat,320,1,1500,1500,3320,1500,150,1,Steel_A36_0p500_Matte_Black_Powder_Coat.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,1197.12
Cube,25-09-242-078,1,Steel,A36,0.5,Matte Black Powder Coat,40,1,100,100,240,100,10,1,Steel_A36_0p500_Matte_Black_Powder_Coat.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,110.16
Cube005,25-09-250-860,1,Steel,A36,0.5,Matte Black Powder Coat,1020,1,5000,5000,11020,5000,500,1,Steel_A36_0p500_Matte_Black_Powder_Coat.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,3628.14
Cube004,25-09-292-390,1,Steel,A36,0.5,Matte Black Powder Coat,420,1,2000,2000,4420,2000,200,1,Steel_A36_0p500_Matte_Black_Powder_Coat.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,1561.51
Cube002,25-09-716-373,1,Steel,A36,0.5,Matte Black Powder Coat,220,1,1000,1000,2220,1000,100,1,Steel_A36_0p500_Matte_Black_Powder_Coat.json,part_335IuUTxABXuZdELzMzpdOKMZzj,818.55
Cube001,25-09-912-645,1,Steel,A36,0.5,Matte Black Powder Coat,120,1,500,500,1120,500,50,1,Steel_A36_0p500_Matte_Black_Powder_Coat.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,425.8
Cube003,25-09-225-627,1,Steel,A36,0.5,No Deburring,320,1,1500,1500,3320,1500,150,1,Steel_A36_0p500_No_Deburring.json,part_335IuS3Jt0XDMU7lmsQQyV84yP3,1036.15
Cube,25-09-242-078,1,Steel,A36,0.5,No Deburring,40,1,100,100,240,100,10,1,Steel_A36_0p500_No_Deburring.json,part_335IuW5eTNGSaU3VuBPdDCmcGtQ,94.25
Cube005,25-09-250-860,1,Steel,A36,0.5,No Deburring,1020,1,5000,5000,11020,5000,500,1,Steel_A36_0p500_No_Deburring.json,part_335IuS0nQV4GVsm5YmgtOHfC1Hs,3104.52
Cube004,25-09-292-390,1,Steel,A36,0.5,No Deburring,420,1,2000,2000,4420,2000,200,1,Steel_A36_0p500_No_Deburring.json,part_335IuRN5yY1CJ7WM41BpM7mnqt9,1348.73
Cube002,25-09-716-373,1,Steel,A36,0.5,No Deburring,220,1,1000,1000,2220,1000,100,1,Steel_A36_0p500_No_Deburring.json,part_335IuUTxABXuZdELzMzpdOKMZzj,709.39
Cube001,25-09-912-645,1,Steel,A36,0.5,No Deburring,120,1,500,500,1120,500,50,1,Steel_A36_0p500_No_Deburring.json,part_335IuX8NvqeOVWQv5b11z1iz8WX,368.44
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.032,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p032_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.55
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.032,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p032_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,25.39
Part 8,25-09-951-310,1,Aluminum,5052-H32,0.032,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_5052_H32_0p032_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,61.08
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.032,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p032_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.3
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.032,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p032_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,32.24
Part 8,25-09-951-310,1,Aluminum,5052-H32,0.032,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_5052_H32_0p032_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,70.8
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.032,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p032_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.1
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.032,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p032_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,23.55
Part 8,25-09-951-310,1,Aluminum,5052-H32,0.032,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_5052_H32_0p032_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,59.24
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.04,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p040_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.6
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.04,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p040_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,25.94
Part 8,25-09-951-310,1,Aluminum,5052-H32,0.04,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_5052_H32_0p040_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,61.64
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.04,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p040_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.35
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.04,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p040_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,32.79
Part 8,25-09-951-310,1,Aluminum,5052-H32,0.04,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_5052_H32_0p040_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,71.36
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.04,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p040_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.15
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.04,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p040_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,24.1
Part 8,25-09-951-310,1,Aluminum,5052-H32,0.04,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_5052_H32_0p040_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,59.8
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.05,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p050_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.71
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.05,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p050_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,26.95
